ID в ИС ГТИБД,Название,Название (англ.),Адрес,Телефоны,Сайт,Электронная почта,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция
19349,ТОКИО-CITY,TOKYO-CITY,"Ольги Берггольц, 8 лит А","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.896026,30.4300585"
19350,ТОКИО-CITY,TOKYO-CITY,"Дачный проспект, 18","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.84250009999999,30.2550286"
19351,ТОКИО-CITY,TOKYO-CITY,"Санкт-Петербургский проспект, 2","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.87743099999999,29.925314"
19352,ТОКИО-CITY,TOKYO-CITY,"Доблести, 9","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.8634222,30.1797706"
19353,ТОКИО-CITY,TOKYO-CITY,"Авиаторов Балтики проспект, 7 к1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.05157889999999,30.4380293"
19354,ТОКИО-CITY,TOKYO-CITY,"Ленсовета, 101","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.831842,30.348353"
19355,ТОКИО-CITY,TOKYO-CITY,"Народная, 2 к1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",нет,"59.880463,30.457871"
19356,ТОКИО-CITY,TOKYO-CITY,"Комендантский проспект, 25 к1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.01562699999999,30.251685"
19357,ТОКИО-CITY,TOKYO-CITY,"Европейский проспект, 21 к2","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.90954339999999,30.5147425"
19358,ТОКИО-CITY,TOKYO-CITY,"Будапештская, 92","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.8396876,30.3964691"
19359,ТОКИО-CITY,TOKYO-CITY,"Индустриальный проспект, 26/24","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.9487853,30.4730851"
19360,ТОКИО-CITY,TOKYO-CITY,"Богатырский проспект, 55 к1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.00802410000001,30.2177938"
19361,ТОКИО-CITY,TOKYO-CITY,"Балканская площадь, 5 лит В","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.8293646,30.3793455"
19362,ТОКИО-CITY,TOKYO-CITY,"Энгельса проспект, 133","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.0364435,30.3240526"
19363,ТОКИО-CITY,TOKYO-CITY,"Просвещения проспект, 48","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.0496865,30.3535675"
19364,ТОКИО-CITY,TOKYO-CITY,"Просвещения проспект, 72","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.0432736,30.3846552"
19365,ТОКИО-CITY,TOKYO-CITY,"Ветеранов проспект, 114 к1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.83253249999999,30.1979452"
19366,ТОКИО-CITY,TOKYO-CITY,"Верхний 4-й переулок, 19","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.07303839999999,30.3432084"
19367,ТОКИО-CITY,TOKYO-CITY,"Индустриальный проспект, 34","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.952113,30.4695769"
19368,ТОКИО-CITY,TOKYO-CITY,"Приморское шоссе, 388а","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.15347289999999,29.9007474"
19369,ТОКИО-CITY,TOKYO-CITY,"Звёздная, 1","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.83251660000001,30.3475692"
19370,ТОКИО-CITY,TOKYO-CITY,"Санкт-Петербургское шоссе, 101Б","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.8563269,30.0152397"
19371,ТОКИО-CITY,TOKYO-CITY,"Прибрежная, 18","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.8315039,30.5014537"
19372,ТОКИО-CITY,TOKYO-CITY,"Всеволожский проспект, 17 лит А","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.021233,30.646191"
19373,ТОКИО-CITY,TOKYO-CITY,"Тельмана, 2Б к3","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.72690349999999,30.6273051"
19374,ТОКИО-CITY,TOKYO-CITY,"25 Октября проспект, 42 лит В","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.5748721,30.1283754"
19375,МИ ФАН,MI FAN,"​Беринга, 27 к1","+7 (812) 498‒91‒98
+7‒911‒922‒55‒18",https://mifanspb.ru/,mifanspb@gmail.com,"Mi Group, сеть китайских и паназиатских ресторанов",нет,"59.946338,30.2372781"
19376,Юми,Yumi,"Разъезжая, 10/15","+7 (812) 922‒08‒92
+7 (812) 572‒23‒66",www.yumichinese.com,-,"Mi Group, сеть китайских и паназиатских ресторанов",нет,"59.9252327,30.344916"
19377,Малатан,Malatan,"Ефимова, 2​",+7 (812) 920‒51‒39,http://malatan.ru/,-,"Mi Group, сеть китайских и паназиатских ресторанов",нет,"59.92630019999999,30.3204883"
19378,Малатан,Malatan,"Заневский проспект, 67 к2​",+7 (812) 920‒51‒75,https://www.instagram.com/malatan_spb/,-,"Mi Group, сеть китайских и паназиатских ресторанов",нет,"59.927586,30.401392"
19379,Art Deco,Art Deco,"Маршала Тухачевского, 27/2",+7‒921‒947‒22‒62,https://artdeco.eatout.ru/,9472262@bk.ru,В меню представлены блюда европейской кухни.,нет,"59.970088,30.425792"
19380,LOOK lounge Poltavskaya7 GROUP,LOOK lounge,"​Полтавская, 7",+7‒981‒952‒25‒91,poltavskaya7.com,"antikafepoltavskaya@gmail.com, kirillkurikeru@gmail.com",Европейская,нет,"59.926801,30.368598"
19381,LOOK lounge,LOOK lounge,"Невский проспект, 20",+7 (812) 926‒90‒20,https://looklounge.ru/,lookloungespb@gmail.com,Европейская,нет,"59.936352,30.321097"
19382,LOOK lounge,LOOK lounge,"Константина Заслонова, 5",+7‒904‒330‒32‒22,-,comein_info@bk.ru,Европейская,нет,"59.920655,30.351638"
19383,MICKEY & Monkeys by COFFEE ROOM,MICKEY & Monkeys by COFFEE ROOM,"​Гороховая, 27",+7‒911‒924‒54‒42 доп. 6,"www.coffeeroomspb.com, https://vk.com/coffeeroomspb",-,"​Азиатская, ​Американская, ​Английская, ​Европейская",нет,"59.930668,30.318479"
19384,НЕБО и вино,Sky & wine,"​Пирогова переулок, 18","+7 (812) 245‒66‒79
+7 (812) 565‒75‒73",skywinebar.ru,upr@skywinebar.ru,Винный бар «Небо и вино» — демократичный винный бар в Коломне,нет,"59.928565,30.300594"
19385,Явмясо,Yavmyaso,"7-я линия В.О., 24","+7 (812) 670‒77‒77
единый номер - пн-вс 11:00-23:00
+7 (812) 670‒77‒77
доп.4",http://yavmyaso.ru/,yavmyaso@yandex.ru,"Гриль-бар «Явмясо» 
В меню представлены рыбные блюда, салаты и супы, а преобладают, конечно, мясные позиции: шашлыки из различных видов мяса, кебаб-роллы (шаверма, но с качественным мясом с мангала), ребрышки и еще множество блюд из отборной говядины, свинины, курицы и баранины.",нет,"59.939636,30.282216"
19386,Явмясо,Yavmyaso,"Комендантский проспект, 17 к1","+7 (812) 670‒77‒77
единый номер - пн-вс 11:00-23:00",http://yavmyaso.ru/,http://yavmyaso.ru/,"Гриль-бар «Явмясо» 
В меню представлены рыбные блюда, салаты и супы, а преобладают, конечно, мясные позиции: шашлыки из различных видов мяса, кебаб-роллы (шаверма, но с качественным мясом с мангала), ребрышки и еще множество блюд из отборной говядины, свинины, курицы и баранины.",нет,"60.002549,30.267263"
19387,Явмясо,Yavmyaso,"Ярослава Гашека, 11Б","+7 (812) 670‒77‒77
единый номер - пн-вс 11:00-23:00",yavmyaso.ru,yavmyaso@yandex.ru,"Гриль-бар «Явмясо» 
В меню представлены рыбные блюда, салаты и супы, а преобладают, конечно, мясные позиции: шашлыки из различных видов мяса, кебаб-роллы (шаверма, но с качественным мясом с мангала), ребрышки и еще множество блюд из отборной говядины, свинины, курицы и баранины.",нет,"59.832345,30.390959"
19388,Явмясо Village,Yavmyaso Village,"Выборгское шоссе, 78",,http://yavmyaso.ru/,yavmyaso@yandex.ru,"Гриль-бар «Явмясо» 
В меню представлены рыбные блюда, салаты и супы, а преобладают, конечно, мясные позиции: шашлыки из различных видов мяса, кебаб-роллы (шаверма, но с качественным мясом с мангала), ребрышки и еще множество блюд из отборной говядины, свинины, курицы и баранины.",нет,"60.048943,30.311135"
19389,Явмясо,Yavmyaso,"​Кржижановского, 8","+7 (812) 670‒77‒77
единый номер - пн-вс 11:00-23:00",http://yavmyaso.ru/,yavmyaso@yandex.ru,"Гриль-бар «Явмясо» 
В меню представлены рыбные блюда, салаты и супы, а преобладают, конечно, мясные позиции: шашлыки из различных видов мяса, кебаб-роллы (шаверма, но с качественным мясом с мангала), ребрышки и еще множество блюд из отборной говядины, свинины, курицы и баранины.",нет,"59.931548,30.465353"
19390,Старгород,Stargorod,"Казанская, 7",+7 (812) 319‒00‒30,spb.stargorodbrewery.ru,mail@stargorod.net,"Чешская пивоварня с рестораном. Классические чешские блюда и сейчас осталась такими же, как много лет тому назад и до сих пор является источником вдохновения лучших бренд-шефов.",нет,"59.931959,30.320831"
19391,Шарден,Sharden,"​Бабушкина, 111Б","+7‒921‒906‒97‒69
+7‒981‒774‒68‒19",https://www.instagram.com/sharden_spb/,shardenspb@mail.ru ankau390@gmail.com,Гранд Кафе Грузинской и Европейской кухни,нет,"59.864405,30.452989"
19392,Тамар,Tamar,"Караванная, 28",+7 (812) 679‒11‒19,tamarspb.ru,ooo_kosta@inbox.ru,"«Тамар» — ресторан грузинской кухни в самом центре Северной столицы. У нас вы можете попробовать изысканные блюда традиционной грузинской кухни в компании друзей, родственников, коллег, а также заказать доставку понравившихся блюд в любое удобное время.
В ресторане действуют обеденные бизнес-ланчи, на сайте вы можете ознакомиться с меню и ценами.",нет,"59.934013,30.341258"
19393,Monkey Gastrobar,Monkey Gastrobar,"​Восстания, 26",+7‒911‒714‒38‒78,monkeygastrobar.ru,monkeybarrest@yandex.ru,"Ресторан с гавайским настроением на улице Восстания. В интерьере «Манки» прослеживаются отсылки к тропической тематике: в зале, как в джунглях, много растительности, на лианах висят игрушечные обезьяны.
Лейтмотив меню — азиатская и латиноамериканская кухня в авторском исполнении местного шеф-повара. Он обжаривает кальмара в кокосовой темпуре, маринует лосось с манго, готовит вок с курицей и подает кесадилью.
Для скучающих по пляжному отдыху здесь найдутся не только алкогольные тики-коктейли, но и настоящий гамак.",нет,"59.939161,30.360041"
19394,Bomu,Bomu,"​Ломоносова, 26",+7‒921‒305‒21‒00,https://www.restorating.ru/spb/catalogue/bomu/,bomufood@gmail.com,"Кафе в «Голицын Лофте» вместо Makar'a с разноцветными пастами — «Бомба» по-японски. Тут готовят суши с лососем, тунцом и угрем, лепят гедза, крутят роллы и варят рамен.",нет,"59.926679,30.341372"
19395,VSЁХОРОШО!,Barhorosho,"Садовая, 27","+7 (812) 424‒38‒38
многоканальный - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00

+7 (812) 603‒57‒83
единый номер для записи - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00",barhorosho.ru,Вконтакте - https://vk.com/vsehoroshogroup,"Меню ресторана включает азиатскую и европейскую кухню. Сочные роллы, вок-лапша с мясом или морепродуктами, ароматная итальянская паста, фитнесс-цезарь — каждый гость найдёт блюда по душе. Фанатов стрит-фуда порадуют бургеры и шаверма, а для сладкоежек припасены аппетитные десерты. Органичным дополнением выступают салаты и супы — во «ВСЁХОРОШО» можно смело отправляться за полноценным обедом. Любые блюда и напитки можно попросить упаковать с собой — удобно и быстро для тех, кто ограничен во времени.",нет,"59.929355,30.323172"
19396,VSЁХОРОШО!,Barhorosho,"Науки проспект, 38 к1","+7 (812) 424‒38‒38
многоканальный - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00

+7 (812) 603‒57‒83
единый номер для записи - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00",barhorosho.ru,Вконтакте - https://vk.com/vsehoroshogroup,"Меню ресторана включает азиатскую и европейскую кухню. Сочные роллы, вок-лапша с мясом или морепродуктами, ароматная итальянская паста, фитнесс-цезарь — каждый гость найдёт блюда по душе. Фанатов стрит-фуда порадуют бургеры и шаверма, а для сладкоежек припасены аппетитные десерты. Органичным дополнением выступают салаты и супы — во «ВСЁХОРОШО» можно смело отправляться за полноценным обедом. Любые блюда и напитки можно попросить упаковать с собой — удобно и быстро для тех, кто ограничен во времени.",нет,"60.007805,30.42046"
19397,VSЁХОРОШО!,Barhorosho,"Бухарестская, 31 к1","+7 (812) 424‒38‒38
многоканальный - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00

+7 (812) 603‒57‒83
единый номер для записи - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00",barhorosho.ru,Вконтакте - https://vk.com/vsehoroshogroup,"Меню ресторана включает азиатскую и европейскую кухню. Сочные роллы, вок-лапша с мясом или морепродуктами, ароматная итальянская паста, фитнесс-цезарь — каждый гость найдёт блюда по душе. Фанатов стрит-фуда порадуют бургеры и шаверма, а для сладкоежек припасены аппетитные десерты. Органичным дополнением выступают салаты и супы — во «ВСЁХОРОШО» можно смело отправляться за полноценным обедом. Любые блюда и напитки можно попросить упаковать с собой — удобно и быстро для тех, кто ограничен во времени.",нет,"59.865499,30.384235"
19398,VSЁХОРОШО!,Barhorosho,"Богатырский проспект, 35","+7 (812) 424‒38‒38
многоканальный - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00

+7 (812) 603‒57‒83
единый номер для записи - пн-чт 12:00-2:00; пт-сб 12:00-6:00; вс 12:00-2:00",barhorosho.ru,Вконтакте - https://vk.com/vsehoroshogroup,"Меню ресторана включает азиатскую и европейскую кухню. Сочные роллы, вок-лапша с мясом или морепродуктами, ароматная итальянская паста, фитнесс-цезарь — каждый гость найдёт блюда по душе. Фанатов стрит-фуда порадуют бургеры и шаверма, а для сладкоежек припасены аппетитные десерты. Органичным дополнением выступают салаты и супы — во «ВСЁХОРОШО» можно смело отправляться за полноценным обедом. Любые блюда и напитки можно попросить упаковать с собой — удобно и быстро для тех, кто ограничен во времени.",нет,"60.004679,30.243011"
19399,DOSKI,DOSKI,"Звенигородская, 1 к2","8‒800‒444‒01‒55
горячая линия - пн-вс 12:00-1:00
+7 (812) 924‒77‒74
служба бронирования",https://www.bardoski.ru/,Отдел персонала personal@bardoski.ru +7-913-912-32-67  Отдел закупа dpl@bardoski.ru +7-913-712-99-61  Отдел рекламы marketing@bardoski.ru +7-913-788-24-53,"«DOSKI» - один из самых амбициозных проектов клубной и барной индустрии. Отличительная черта заведений, сотрудничающих с «DOSKI»- это высокое качество во всем, непередаваемая атмосфера веселья и доступные цены.",нет,"59.922546,30.334695"
19400,Ялта,Yalta,"Павильон Урицкого, 1 лит Б",+7 (812) 466‒28‒98,www.yalta.gutsait.ru,office@gutsait.ru,"Кухню, которую предлагает гостям ресторан «Ялта», определяют как «крымско-татарскую». Это сочетание среднеазиатских, русских и украинских кулинарных традиций. Вкуснейший плов, чебуреки и самса, рыбные блюда и деликатесы из морепродуктов — это то, о чем с ностальгией вспоминают все, кто хоть раз отдыхал на Черноморском побережье. Передал рецепты приготовления всех этих восхитительных блюд повар, прибывший из самой Ялты, не понаслышке знакомый с крымской кухней.",нет,"59.733635,30.381849"
19401,ШашлыкоFF,Shashlikoff,"Белы Куна, 3",+7 (812) 456‒69‒57,https://spb.shashlikoff.com/,fr@shashlikoff.com - Франшиза,Европейская кухня​ Итальянская кухня​ Кавказская кухня ​Мексиканская кухня​ Русская кухня​ Скандинавская кухня​ Бизнес-ланч от 229 ₽​ Бизнес-ланч​ Гриль-бары​ Вегетарианское меню​ Винная карта​ Детское меню,нет,"59.870075,30.379354"
19402,Italiani,Italiani,"Невский проспект, 65","+7 (812) 906‒63‒34
единая справочная - пн-вс 10:00-22:00",italiani.rest,italy-group.ru https://vk.com/italiani.rest группа Вконтакте,"Итальянская. ITALY GROUP — это вкусоцентричные проекты, где страсть
к еде — главное правило, забота о гостях — основа сервиса,
а кухня занимает центральное место в каждой концепции.",нет,"59.931748,30.353305"
19403,Italiani,Italiani,"Коломяжский проспект, 17","+7 (812) 906‒63‒34
единая справочная - пн-вс 10:00-22:00",italiani.rest,italy-group.ru https://vk.com/italiani.rest группа Вконтакте,"Итальянская, ITALY GROUP — это вкусоцентричные проекты, где страсть
к еде — главное правило, забота о гостях — основа сервиса,
а кухня занимает центральное место в каждой концепции.",нет,"60.005477,30.300593"
19404,ГАСТРОНОМИКА,Gastronomika,"Марата, 5-7","Единый телефон
+7 (812) 640-16-16",https://ginza.ru/spb,spb@ginzaproject.com,​Средний чек 2000 ₽​Авторская кухня​Европейская кухня​Итальянская кухня​Французская кухня​Японская кухня​Винная карта​Детское меню​Заказ навынос​Завтрак​Спортивные трансляции​Детский уголок​Летняя терраса​Проведение банкетов​Панорамный ресторан​Развлечения для детей​Ресторан на крыше​До 170 мест,нет,"59.930208,30.354019"
19405,Фрегат Благодать,Fregat-Blagodat,"Петровская набережная, 2а",+7‒931‒396‒55‒00,www.fregat-blagodat.ru,Обратная связь через сайт и соцсети: https://vk.com/banketblagodatspb  https://www.instagram.com/restoran_fregat_blagodat/,​Европейская кухня​ Итальянская кухня​ Русская кухня​ Винная карта ​Детское меню​ Заказ столиков​ Постное меню​ VIP-зал ​Летняя терраса​ Проведение банкетов​ Ресторан на вод ​До 330 мест,нет,"59.952647,30.329537"
19406,SubZero,SubZero,"Рубинштейна, 38",+7 812 907 64 38,"https://subzerosushi.ru/cities/saint-petersburg, https://shop.subzerosushi.ru/",Обратная связь через сайт.,Азиатская кухня Винная карта Заказ навынос Заказ столиков Поминальные обеды Проведение банкетов До 50 мест,нет,"59.927122,30.343615"
19407,SubZero,SubZero,"Академика Павлова, 5",+7 812 927 64 38,"https://subzerosushi.ru/cities/saint-petersburg, https://shop.subzerosushi.ru/",Обратная связь через сайт.,Азиатская кухня Винная карта Заказ навынос Заказ столиков Поминальные обеды Проведение банкетов До 50 мест,нет,"59.977309,30.317488"
19408,SubZero,SubZero,"Большой проспект В.О., 16",+7 812 920 11 91,"https://subzerosushi.ru/cities/saint-petersburg, https://shop.subzerosushi.ru/",Обратная связь через сайт.,Азиатская кухня Винная карта Заказ навынос Заказ столиков Поминальные обеды Проведение банкетов До 50 мест,нет,"59.939362,30.285281"
19409,Карл и Фридрих,Karl&Friedrich,"​Южная дорога, 15",+7 (812) 633‒03‒03,www.k-f.ru,z@k-f.ru - администратор,Баварская кухня ​Немецкая кухня ​Пивной ресторан​ Винная карта​ Детское меню ​Заказ навынос ​Живая музыка​ Заказ столиков​ Спортивные трансляции​ VIP-зал​ Летняя терраса​ Проведение банкетов​ Танцпол​ До 450 мест,нет,"59.969899,30.232585"
19410,Кококо,COCOCO bistro,"Набережная Адмиралтейского канала, 2 лит И",+7‒905‒200‒70‒10,https://www.kokoko.spb.ru/,Инстаграм: https://www.instagram.com/cococo_bistro/,"Ресторан Кококо – это новое представление о русской кухне. С самого начала, с открытия в 2012 году, и по настоящий день здесь неизменно верны главному принципу – работать с фермерскими и сезонными продуктами, готовить из того, что собрано, выловлено и произведено в России в конкретное время года.",нет,"59.930491,30.291678"
19411,BIRCH,BIRCH,"Кирочная, 3",+7‒911‒920‒31‒65,birchrest.com,restaurantbirch@gmail.com,Европейская кухня​ Винная карта​ Заказ навынос​ Летняя терраса​ До 35 мест,нет,"59.943848,30.350799"
19412,Грибоедов,Griboedov,"Воронежская, 2а","+7 (812) 973‒72‒73
+7 (812) 764‒43‒55",www.griboedovclub.ru,"Проведение мероприятий,вечеринок,концертов в бункере guesswhsraw@gmail.com  +7(999)232-46-57",​Авторская кухня​ Американская кухня​ Европейская кухня​ Итальянская кухня​ Русская кухня ​Бизнес-ланч  ​Винная карта​ ​Живая музыка​Заказ столиков ​Постное меню​ Спортивные трансляции ​Поминальные обеды​ Летняя терраса ​Настольные игры​ Проведение банкетов ​Панорамный ресторан ​Ресторан на крыше​ Танцпол​ До 300 мест,нет,"59.919507,30.350536"
19413,Harvest,Harvest,"Добролюбова проспект, 11",+7 (911) 922-27-46,harvestduo.ru/,mail@harvestduo.ru,Европейская,нет,"59.949605,30.301595"
